epoch,accuracy,loss,val_accuracy,val_loss
0,0.30408957600593567,1.68564772605896,0.3677446246147156,1.4190845489501953
1,0.388008177280426,1.507265567779541,0.4201907217502594,1.2986124753952026
2,0.4291447699069977,1.4207779169082642,0.44672471284866333,1.3167611360549927
3,0.4507364332675934,1.374798059463501,0.43698176741600037,1.3132106065750122
4,0.4911506175994873,1.304365873336792,0.4666252136230469,1.202817440032959
5,0.4980134069919586,1.2966995239257812,0.4927446246147156,1.1910712718963623
6,0.5005016922950745,1.2875447273254395,0.49233001470565796,1.194585919380188
7,0.5044748783111572,1.2776533365249634,0.5089137554168701,1.127943992614746
8,0.510856032371521,1.2670888900756836,0.5273631811141968,1.1238325834274292
9,0.5126620531082153,1.2614868879318237,0.4821724593639374,1.1614185571670532
10,0.518561601638794,1.2528865337371826,0.47657546401023865,1.1956934928894043
11,0.5214110612869263,1.2389858961105347,0.5313017964363098,1.118911862373352
12,0.5280330777168274,1.2379624843597412,0.5294361710548401,1.1174958944320679
13,0.531524658203125,1.2334117889404297,0.5358623266220093,1.09829580783844
14,0.5297588109970093,1.2318793535232544,0.5356550812721252,1.1109522581100464
15,0.531524658203125,1.2281851768493652,0.5315091013908386,1.1177947521209717
16,0.527431070804596,1.226485252380371,0.537520706653595,1.1055395603179932
17,0.529317319393158,1.2299492359161377,0.5371061563491821,1.0998636484146118
18,0.5327687859535217,1.227793574333191,0.5373134613037109,1.1074095964431763
19,0.5313239693641663,1.2292193174362183,0.5383499264717102,1.1103049516677856
20,0.5301200151443481,1.2267134189605713,0.5404228568077087,1.1049290895462036
21,0.535618245601654,1.2209097146987915,0.5404228568077087,1.1085789203643799
22,0.5330898761749268,1.2229458093643188,0.5404228568077087,1.1077919006347656
23,0.529116690158844,1.2249983549118042,0.5414593815803528,1.1035711765289307
24,0.530160129070282,1.2269343137741089,0.5404228568077087,1.1054048538208008
25,0.5340530276298523,1.2243088483810425,0.5418739914894104,1.1028730869293213
26,0.53120356798172,1.2265125513076782,0.5398010015487671,1.1043341159820557
27,0.5324878692626953,1.2242988348007202,0.5393863916397095,1.1018236875534058
28,0.5297186374664307,1.2272913455963135,0.5406301617622375,1.1046115159988403
29,0.5344142317771912,1.2213515043258667,0.5433250665664673,1.1051719188690186
30,0.5356985330581665,1.2223068475723267,0.5418739914894104,1.1061073541641235
31,0.5347353219985962,1.223063588142395,0.5406301617622375,1.1031066179275513
32,0.5332905054092407,1.2223048210144043,0.5406301617622375,1.1034600734710693
33,0.5345346331596375,1.2237250804901123,0.5420812368392944,1.1023857593536377
