Model,Stopped Epoch,Train Acc,Val Acc,Test Acc,Test F1 (Weighted),Test Recall (Weighted),Test AUC,Test AUC (Macro),Training Time (s)
ResNet50_FINETUNED,42,0.97660231590271,0.9291045069694519,0.91581791639328,0.9150444930370163,0.9158179172729163,0.9955991217555936,0.9934059182418287,1151.457712650299
EfficientNetB0_FINETUNED,61,0.9435325264930725,0.9092040061950684,0.8923300504684448,0.893725227972566,0.8923300769070879,0.9939748381877707,0.9921574649162799,1410.9042201042175
