Model,Stopped Epoch,Train Acc,Val Acc,Test Acc,Test F1 (Weighted),Test Recall (Weighted),Test AUC,Test AUC (Macro),Training Time (s)
ResNet50_FINETUNED,40,0.9829433560371399,0.9262022972106934,0.9218457937240601,0.9214648785051501,0.9218457701101642,0.995719116165915,0.9938662231187156,1105.5084600448608
EfficientNetB0_FINETUNED,59,0.9427700042724609,0.9077529311180115,0.9006443619728088,0.9017959586010409,0.9006443566826023,0.9946900120328936,0.9927512116717072,1370.1464550495148
