epoch,accuracy,loss,val_accuracy,val_loss
0,0.910984456539154,2.312518358230591,0.8745853900909424,2.3936893939971924
1,0.917967677116394,2.180879831314087,0.8824626803398132,2.264606475830078
2,0.9209776520729065,2.061673402786255,0.8834991455078125,2.170950174331665
3,0.9246699213981628,1.959209680557251,0.8905472755432129,2.04876446723938
4,0.926194965839386,1.8632314205169678,0.8868159055709839,1.987098217010498
5,0.9300477504730225,1.7720670700073242,0.8938640356063843,1.8937269449234009
6,0.933699905872345,1.6874889135360718,0.8886815905570984,1.827223777770996
7,0.9326965808868408,1.6118379831314087,0.8932421207427979,1.7677273750305176
8,0.9353453516960144,1.5394107103347778,0.8942785859107971,1.6839139461517334
9,0.9365091919898987,1.472420573234558,0.8961442708969116,1.6066038608551025
10,0.9401613473892212,1.4058066606521606,0.899461030960083,1.559792399406433
11,0.9420074820518494,1.344106912612915,0.8978026509284973,1.5126111507415771
12,0.9424088001251221,1.2912951707839966,0.8986318111419678,1.4652020931243896
13,0.9448569416999817,1.2341668605804443,0.888059675693512,1.44898521900177
14,0.9475859999656677,1.1842342615127563,0.8961442708969116,1.3572258949279785
15,0.9470642805099487,1.1387381553649902,0.8940712809562683,1.352400541305542
16,0.948228120803833,1.0906836986541748,0.9054726362228394,1.2466011047363281
17,0.9498735666275024,1.0470689535140991,0.8965588808059692,1.2725342512130737
18,0.9517197012901306,1.0064928531646729,0.9011194109916687,1.2106600999832153
19,0.9525625109672546,0.9691370129585266,0.8951078057289124,1.2012896537780762
20,0.9518802165985107,0.9360448718070984,0.8982172608375549,1.1684149503707886
21,0.9558132886886597,0.8983386754989624,0.9013267159461975,1.1256937980651855
22,0.9544888734817505,0.8696547746658325,0.8984245657920837,1.091103434562683
23,0.9551711678504944,0.8389845490455627,0.9019485712051392,1.0527153015136719
24,0.9579403400421143,0.8044758439064026,0.8946931958198547,1.064711332321167
25,0.9569370150566101,0.7775158286094666,0.9023631811141968,1.0135126113891602
26,0.957619309425354,0.7556737065315247,0.9029850959777832,0.9881255626678467
27,0.9599068760871887,0.7285768985748291,0.8975953459739685,0.9789378046989441
28,0.9604687690734863,0.7066036462783813,0.9002901911735535,0.980315625667572
29,0.9587430357933044,0.6853635311126709,0.9052653312683105,0.9129440188407898
30,0.9619938135147095,0.6616668105125427,0.9054726362228394,0.9200382828712463
31,0.9625557065010071,0.6427627801895142,0.9046434760093689,0.9063471555709839
32,0.9645623564720154,0.62277752161026,0.8978026509284973,0.9226955771446228
33,0.961913526058197,0.6057059168815613,0.9077529311180115,0.8725319504737854
34,0.9657663702964783,0.583891749382019,0.8982172608375549,0.8920859694480896
35,0.9646425843238831,0.5727394223213196,0.9040215611457825,0.8546501994132996
36,0.9654051661491394,0.5552540421485901,0.8959369659423828,0.9062017202377319
37,0.9668499231338501,0.5385668873786926,0.9044361710548401,0.831134557723999
38,0.968053936958313,0.524893581867218,0.902155876159668,0.816241979598999
39,0.9668098092079163,0.5137459635734558,0.9029850959777832,0.8185572028160095
40,0.968896746635437,0.4948647618293762,0.8986318111419678,0.8306377530097961
41,0.9710639119148254,0.4825630486011505,0.8998756408691406,0.8289042115211487
42,0.9725488424301147,0.4788989722728729,0.8978026509284973,0.8317703008651733
43,0.9734719395637512,0.47540655732154846,0.8975953459739685,0.8368751406669617
44,0.9731910228729248,0.4751589000225067,0.9009121060371399,0.8243089914321899
45,0.974194347858429,0.4727739095687866,0.9009121060371399,0.8265572786331177
46,0.974033772945404,0.47448158264160156,0.8996683359146118,0.8334379196166992
47,0.9738331437110901,0.4713974893093109,0.8992537260055542,0.8337449431419373
48,0.9735923409461975,0.47365444898605347,0.9009121060371399,0.8260264992713928
49,0.9746759533882141,0.4705333709716797,0.9007048010826111,0.8289498686790466
50,0.9747561812400818,0.4712626039981842,0.9004974961280823,0.8266958594322205
51,0.9738732576370239,0.472674161195755,0.8998756408691406,0.8261914849281311
52,0.9726291298866272,0.47466588020324707,0.9004974961280823,0.8270893096923828
53,0.972147524356842,0.47496750950813293,0.9007048010826111,0.8232077956199646
54,0.9731107354164124,0.4727751612663269,0.9000829458236694,0.8261193037033081
55,0.9758397936820984,0.4697505831718445,0.9002901911735535,0.8275333046913147
56,0.9744752645492554,0.4720456600189209,0.9002901911735535,0.8289458751678467
57,0.9734719395637512,0.4718652367591858,0.9000829458236694,0.8276547789573669
58,0.9737127423286438,0.4704425632953644,0.8998756408691406,0.8299505710601807
