Model,Stopped Epoch,Train Acc,Val Acc,Test Acc,Test F1 (Weighted),Test Recall (Weighted),Test AUC,Test AUC (Macro),Training Time (s)
ResNet50_FINETUNED,47,0.9841473698616028,0.9315920472145081,0.9176886081695557,0.9174366841908526,0.917688630222407,0.9956271244631845,0.9932430940499921,1249.9610090255737
EfficientNetB0_FINETUNED,48,0.9420074820518494,0.9063017964363098,0.890667200088501,0.8918247969417419,0.890667220951985,0.9936662714336825,0.9914127274504135,1066.8826730251312
